Longitud;Latitud;Color
2.20956800551670;41.3995366982930;Beige
2.20271091272571;41.4278112036001;Beige
2.19479991137450;41.4510773113224;Beige
2.18795039271754;41.4026345164636;Beige
2.18719824604324;41.3811063767620;Beige
2.18690945952973;41.4203269700662;Beige
2.17711088568067;41.4453740723084;Beige
2.17431353505974;41.4009578624778;Beige
2.17335162985536;41.4015400491570;Beige
2.17144222489700;41.3746768910840;Beige
2.17037985420541;41.4029901340208;Beige
2.16301673429143;41.4026732715313;Beige
2.15783744894234;41.3824885836217;Beige
2.15713456799192;41.3896144205993;Beige
2.15661113652739;41.3937359356463;Beige
2.13759932906393;41.4157497871632;Beige
2.13738393047700;41.3999606765507;Beige
2.13652897589312;41.3541793766230;Beige
2.13415500660564;41.3445170560556;Beige
2.13388250537841;41.3755473675651;Beige
2.13373033293738;41.3647040333867;Beige
2.12978394153376;41.4127967754026;Beige
2.11376375944987;41.3953384808097;Beige
2.10056469614120;41.4297948418468;Beige
2.22156784590446;41.4096084246284;Blanc
2.22156784590446;41.4096084246284;Blanc
2.22156784590446;41.4096084246284;Blanc
2.22127322558729;41.4135619837379;Blanc
2.22127322558729;41.4135619837379;Blanc
2.22111282646542;41.4087669286063;Blanc
2.22104989986352;41.4128248306951;Blanc
2.22095225932423;41.4088273632634;Blanc
2.22048104993569;41.4107840248114;Blanc
2.22046563894044;41.4121638688445;Blanc
2.21965720055703;41.4073386588815;Blanc
2.21898683673568;41.4065797341951;Blanc
2.21866903875465;41.4076414536568;Blanc
2.21800250585984;41.4060444912043;Blanc
2.21800250585984;41.4060444912043;Blanc
2.21762201368353;41.4112957100567;Blanc
2.21640356819904;41.4104435998626;Blanc
2.21640356819904;41.4104435998626;Blanc
2.21640356819904;41.4104435998626;Blanc
2.21531019621187;41.4143354054400;Blanc
2.21501219529474;41.4176711881951;Blanc
2.21495702115008;41.4044080858644;Blanc
2.21458819499329;41.4034725724899;Blanc
2.21416289423037;41.4170310859921;Blanc
2.21390141586206;41.4027040479781;Blanc
2.21390141586206;41.4027040479781;Blanc
2.21373505382845;41.4028291069719;Blanc
2.21373505382845;41.4028291069719;Blanc
2.21373505382845;41.4028291069719;Blanc
2.21373505382845;41.4028291069719;Blanc
2.21349737014545;41.4102509257594;Blanc
2.21345965234807;41.4148976334004;Blanc
2.21339866931343;41.4164519991288;Blanc
